ID,EZI_ROAD_NAME,ROAD_NAME,ROAD_TYPE,AGE_LESS_THAN_15YRS_PCNT,AGE_15_24YRS_PCNT,AGE_25_44YRS_PCNT,AGE_45_64YRS_PCNT,AGE_18YRS_OVER_PCNT,AGE_65YRS_OVER_PCNT,SEO_PERSONS_PCNT,FC_COUPLE_NO_CHILDREN_PCNT,FC_COUPLE_WITH_CHILDREN_PCNT,FC_SINGLE_PARENT,CARS_ZERO_HH_PCNT,CARS_ONE_HH_PCNT,CARS_TWO_OR_MORE_HH_PCNT,DWELLING_SEP_HOUSE_PCNT,DWELLING_SEMID_RO_OR_TCE_H_TH_P,DWELLING_FLAT_UNIT_APART_PCNT,OCCUPATION_WHITE_COLLAR_PCNT,OCCUPATION_BLUE_COLLAR_PCNT,SEIFA,Commercial%,Industrial%,Residential%,Parkland%,Primary_Production%,Lq_Licenses,Intersection,Supermarket,primary_school,secondary_school,km_post,traffic_signal
1386,INVERLEIGH-SHELFORD ROAD,INVERLEIGH-SHELFORD,ROAD,0.200557103,0.114206128,0.245125348,0.281337047,0.740947075,0.158774373,0.954285714,0.36,0.51,0.12,0,0.134920635,0.841269841,0.976377953,0,0,0.677966102,0.310734463,1016,0,0,0.447707655,0,0.552292345,1,non-Intersection,0,0,0,1,0
6281,INVERNESS STREET,INVERNESS,STREET,0.218518519,0.133333333,0.224074074,0.259259259,0.725925926,0.164814815,0.951672862,0.321428571,0.464285714,0.192857143,0.015384615,0.405128205,0.564102564,0.945812808,0.039408867,0.014778325,0.628691983,0.35021097,962,0,0,1,0,0,0,non-Intersection,0,0,0,0,0
3257,VENTNOR BEACH ROAD,VENTNOR BEACH,ROAD,0.210344828,0.103448276,0.155172414,0.351724138,0.720689655,0.179310345,0.885304659,0.481012658,0.443037975,0.139240506,0.041666667,0.15625,0.71875,0.96969697,0,0,0.658730159,0.26984127,1010,0,0,0.308862528,0,0.691137472,0,non-Intersection,0,0,0,0,0
4911,SPRATLINGS ROAD,SPRATLINGS,ROAD,0.217726397,0.138728324,0.225433526,0.333333333,0.728323699,0.08477842,0.912959381,0.284722222,0.583333333,0.076388889,0,0.2,0.764705882,1,0,0,0.601503759,0.421052632,1009,0,0,0.114249722,0,0.885750278,0,non-Intersection,0,0,0,0,0
2941,CHURCHILL DRIVE,CHURCHILL,DRIVE,0.218053927,0.080890973,0.256740914,0.237983587,0.74912075,0.206330598,0.886946387,0.466666667,0.333333333,0.179166667,0.01875,0.3875,0.5375,0.959119497,0.025157233,0,0.661971831,0.329577465,959,0,0,0.730075834,0.269924166,0,0,non-Intersection,0,0,0,0,0
8935,GHAZEEPORE ROAD,GHAZEEPORE,ROAD,0.277198212,0.101341282,0.235469449,0.277198212,0.670640835,0.108792846,0.917417417,0.274390244,0.725609756,0.024390244,0,0.080924855,0.901734104,1,0,0,0.770897833,0.213622291,1149,0,0,0.488623079,0,0.511376921,0,Intersection,0,0,0,0,0
8257,FISCHERS ROAD,FISCHERS,ROAD,0.113333333,0.126666667,0.213333333,0.38,0.873333333,0.166666667,0.847133758,0.65,0.4,0.075,0,0.228070175,0.719298246,1,0,0,0.702380952,0.380952381,944,0,0,0,0,1,0,non-Intersection,0,0,0,0,0
9711,BALLAN-EGERTON ROAD,BALLAN-EGERTON,ROAD,0.156682028,0.064516129,0.262672811,0.377880184,0.801843318,0.138248848,0.923076923,0.433962264,0.377358491,0.188679245,0,0.29787234,0.670212766,1,0,0,0.672268908,0.394957983,982,0,0,0.834869038,0.001112882,0.16401808,0,non-Intersection,0,0,0,0,0
5134,GRANT STREET,GRANT,STREET,0.142118863,0.090439276,0.209302326,0.328165375,0.816537468,0.22997416,0.896464646,0.48245614,0.254385965,0.149122807,0.035502959,0.307692308,0.603550296,1,0,0,0.532846715,0.394160584,891,0,0,1,0,0,1,non-Intersection,0,1,0,0,0
1152,SAVAGE HILL ROAD,SAVAGE HILL,ROAD,0.163218391,0.101149425,0.170114943,0.354022989,0.788505747,0.211494253,0.913875598,0.472222222,0.388888889,0.148148148,0.047337278,0.189349112,0.715976331,0.925465839,0.055900621,0,0.572972973,0.389189189,944,0,0,0.080997477,0.073602301,0.845400222,0,non-Intersection,0,0,0,0,0
9094,JUBILEE ROAD,JUBILEE,ROAD,0.166666667,0.105855856,0.191441441,0.304054054,0.792792793,0.231981982,0.862385321,0.38317757,0.373831776,0.177570093,0.028089888,0.269662921,0.651685393,1,0,0,0.517730496,0.460992908,897,0,0,0,0.951491336,0,0,non-Intersection,0,0,0,0,0
1168,MEREDITH-STEIGLITZ ROAD,MEREDITH-STEIGLITZ,ROAD,0.166666667,0.072649573,0.162393162,0.431623932,0.803418803,0.166666667,0.942982456,0.452054795,0.424657534,0.095890411,0,0.195652174,0.77173913,1,0,0,0.661290323,0.298387097,1022,0,0,0,1,0,0,non-Intersection,0,0,0,1,0
7796,PRINCES FREEWAY,PRINCES,FREEWAY,0.165394402,0.17302799,0.175572519,0.333333333,0.765903308,0.152671756,0.942558747,0.394230769,0.567307692,0.028846154,0.023255814,0.139534884,0.782945736,1,0,0,0.660633484,0.316742081,1048,0,0,0.215283141,0,0.784716859,0,non-Intersection,0,0,0,0,0
8732,BEASLEYS ROAD,BEASLEYS,ROAD,0.144578313,0.072289157,0.162650602,0.403614458,0.828313253,0.21686747,0.855384615,0.5,0.371794872,0.076923077,0.066666667,0.214814815,0.696296296,0.968992248,0,0,0.613138686,0.437956204,938,0,0,0.124484106,0,0.875515894,0,non-Intersection,0,0,0,0,0
7784,TELEPHONE ROAD,TELEPHONE,ROAD,0.22706422,0.128440367,0.197247706,0.339449541,0.729357798,0.107798165,0.859484778,0.345454545,0.572727273,0.045454545,0,0.177419355,0.782258065,1,0,0,0.63,0.365,1020,0,0,0.374197869,0,0.625802131,0,non-Intersection,0,0,0,0,0
885,ROZENSTEIN ROAD,ROZENSTEIN,ROAD,0.204508857,0.098228663,0.198067633,0.336553945,0.7568438,0.162640902,0.957841484,0.441860465,0.406976744,0.13372093,0.021459227,0.188841202,0.74248927,1,0,0,0.570281124,0.37751004,944,0,0,0,0,1,0,non-Intersection,0,0,0,0,0
426,LINDA DRIVE,LINDA,DRIVE,0.151260504,0.117647059,0.207282913,0.243697479,0.81232493,0.280112045,0.875,0.462365591,0.279569892,0.193548387,0.144736842,0.328947368,0.480263158,0.784810127,0.037974684,0.17721519,0.656716418,0.350746269,928,0,0,1,0,0,0,non-Intersection,0,0,0,0,0
8573,STALKERS ROAD,STALKERS,ROAD,0.221453287,0.114186851,0.224913495,0.332179931,0.733564014,0.107266436,0.84516129,0.358024691,0.49382716,0.172839506,0,0.221052632,0.747368421,1,0,0,0.621428571,0.371428571,996,0,0,1,0,0,0,non-Intersection,0,0,0,0,0
495,GISBORNE ROAD,GISBORNE,ROAD,0.234096692,0.086513995,0.239185751,0.272264631,0.730279898,0.167938931,0.896103896,0.31,0.43,0.24,0.058823529,0.379084967,0.477124183,0.859060403,0.140939597,0,0.616352201,0.270440252,978,0.45474395,0,0.429987005,0,0,7,Intersection,0,0,0,0,1
5765,MOE-RAWSON ROAD,MOE-RAWSON,ROAD,0.144578313,0.072289157,0.162650602,0.403614458,0.828313253,0.21686747,0.855384615,0.5,0.371794872,0.076923077,0.066666667,0.214814815,0.696296296,0.968992248,0,0,0.613138686,0.437956204,938,0,0,0,0.879353646,0.120646354,0,non-Intersection,0,0,0,1,0
3657,BROADBEACH ROAD,BROADBEACH,ROAD,0.195928753,0.086513995,0.20610687,0.318066158,0.763358779,0.193384224,0.951530612,0.442307692,0.490384615,0.144230769,0,0.346405229,0.60130719,1,0,0,0.674157303,0.258426966,1011,0,0,0.58085257,0.41914743,0,0,non-Intersection,0,0,0,0,0
7814,YVERDON DRIVE,YVERDON,DRIVE,0.288488211,0.119278779,0.3370319,0.184466019,0.661581137,0.07073509,0.909219858,0.251256281,0.633165829,0.085427136,0,0.075829384,0.895734597,1,0,0,0.598360656,0.357923497,1052,0,0,1,0,0,0,non-Intersection,0,0,0,0,0
4724,DITCHFIELD ROAD,DITCHFIELD,ROAD,0.19123506,0.111553785,0.143426295,0.386454183,0.772908367,0.167330677,0.920318725,0.521126761,0.492957746,0.056338028,0,0.075,0.8875,1,0,0,0.609756098,0.349593496,1036,0,0,0,0,0.918934919,0,non-Intersection,0,0,0,0,0
1106,CAPE CLEAR-ROKEWOOD ROAD,CAPE CLEAR-ROKEWOOD,ROAD,0.163218391,0.101149425,0.170114943,0.354022989,0.788505747,0.211494253,0.913875598,0.472222222,0.388888889,0.148148148,0.047337278,0.189349112,0.715976331,0.925465839,0.055900621,0,0.572972973,0.389189189,944,0,0,0,0,1,0,non-Intersection,0,0,0,0,0
5821,TYMKIN ROAD,TYMKIN,ROAD,0.15060241,0.123493976,0.186746988,0.376506024,0.819277108,0.162650602,0.915915916,0.478723404,0.372340426,0.127659574,0,0.153225806,0.846774194,0.966942149,0.033057851,0,0.631868132,0.384615385,1002,0,0,0.806479331,0,0.093146811,0,non-Intersection,0,0,0,1,0
1064,MEREDITH-MT MERCER ROAD,MEREDITH-MT MERCER,ROAD,0.190721649,0.079896907,0.206185567,0.337628866,0.768041237,0.18556701,0.923664122,0.460869565,0.426086957,0.043478261,0.022058824,0.125,0.830882353,1,0,0,0.693069307,0.321782178,1017,0,0,0.000699946,0,0.999300054,0,Intersection,0,0,0,0,0
4430,SPRINGBANK ROAD,SPRINGBANK,ROAD,0.175308642,0.098765432,0.222222222,0.325925926,0.785185185,0.177777778,0.926470588,0.441441441,0.513513514,0.099099099,0,0.142857143,0.827067669,1,0,0,0.629807692,0.370192308,1025,0,0,0,0,1,0,non-Intersection,0,0,0,0,0
1792,HARDINGS ROAD,HARDINGS,ROAD,0.175059952,0.105515588,0.175059952,0.340527578,0.779376499,0.20383693,0.953316953,0.464,0.472,0.088,0.04,0.133333333,0.786666667,1,0,0,0.771300448,0.197309417,1088,0,0,0,0,1,0,non-Intersection,0,0,0,0,0
991,GUM ROAD,GUM,ROAD,0.204508857,0.098228663,0.198067633,0.336553945,0.7568438,0.162640902,0.957841484,0.441860465,0.406976744,0.13372093,0.021459227,0.188841202,0.74248927,1,0,0,0.570281124,0.37751004,944,0,0,0.166590144,0,0.833409856,0,non-Intersection,0,0,0,0,0
9350,MARKET STREET,MARKET,STREET,0.179954442,0.123006834,0.184510251,0.309794989,0.792710706,0.202733485,0.893023256,0.432692308,0.394230769,0.153846154,0.058479532,0.34502924,0.543859649,0.894117647,0.088235294,0,0.668539326,0.286516854,917,0,0,1,0,0,0,non-Intersection,0,0,0,0,0
515,MAIN STREET,MAIN,STREET,0.092307692,0.092307692,0.175384615,0.24,0.876923077,0.4,0.848396501,0.526315789,0.289473684,0.171052632,0.139072848,0.397350993,0.344370861,0.461538462,0.435897436,0.102564103,0.72972973,0.324324324,965,0.030321677,0,0.635358921,0,0.334319402,3,non-Intersection,0,0,0,0,0
5720,TYERS-WALHALLA ROAD,TYERS-WALHALLA,ROAD,0.144578313,0.072289157,0.162650602,0.403614458,0.828313253,0.21686747,0.855384615,0.5,0.371794872,0.076923077,0.066666667,0.214814815,0.696296296,0.968992248,0,0,0.613138686,0.437956204,938,0,0,0,1,0,0,non-Intersection,0,0,0,0,0
9978,OLD SALE ROAD,OLD SALE,ROAD,0.09202454,0.171779141,0.17791411,0.319018405,0.81595092,0.239263804,1,0.347826087,0.52173913,0.065217391,0,0.173076923,0.826923077,1,0,0,0.576923077,0.397435897,1000,0,0,0,0,0,0,non-Intersection,0,0,0,1,0
835,TOORAK ROAD,TOORAK,ROAD,0.166666667,0.105855856,0.191441441,0.304054054,0.792792793,0.231981982,0.862385321,0.38317757,0.373831776,0.177570093,0.028089888,0.269662921,0.651685393,1,0,0,0.517730496,0.460992908,897,0,0,0,0,1,0,non-Intersection,0,0,0,0,0
7989,TANNERY ROAD,TANNERY,ROAD,0.174216028,0.132404181,0.271777003,0.296167247,0.780487805,0.12543554,0.94265233,0.38961039,0.415584416,0.064935065,0,0.228571429,0.723809524,1,0,0,0.515873016,0.412698413,969,0,0,0,0.053372969,0.946627031,0,non-Intersection,0,0,0,0,0
7259,DENHOLMS ROAD,DENHOLMS,ROAD,0.14,0.108,0.188,0.384,0.808,0.18,0.930131004,0.442857143,0.485714286,0.057142857,0,0.173913043,0.793478261,1,0,0,0.616,0.352,1028,0,0,0.196420167,0,0.803579833,0,non-Intersection,0,0,0,0,0
9245,HARBISON ROAD,HARBISON,ROAD,0.121794872,0.102564103,0.16025641,0.365384615,0.878205128,0.25,0.882352941,0.609756098,0.341463415,0,0,0.230769231,0.769230769,1,0,0,0.739130435,0.231884058,1048,0,0,0,0,0.975276216,0,non-Intersection,0,0,0,0,0
457,GEORGE STREET,GEORGE,STREET,0.234096692,0.086513995,0.239185751,0.272264631,0.730279898,0.167938931,0.896103896,0.31,0.43,0.24,0.058823529,0.379084967,0.477124183,0.859060403,0.140939597,0,0.616352201,0.270440252,978,0,0,0.999741546,0.000258454,0,0,non-Intersection,0,0,0,0,0
7803,LABERTOUCHE ROAD,LABERTOUCHE,ROAD,0.134375,0.128125,0.19375,0.334375,0.825,0.209375,0.907643312,0.505617978,0.370786517,0.101123596,0,0.208695652,0.765217391,0.882352941,0,0,0.672955975,0.320754717,978,0,0,0,0,1,0,non-Intersection,0,0,0,0,0
6637,GALLOWAY STREET,GALLOWAY,STREET,0.122222222,0.094444444,0.238888889,0.227777778,0.844444444,0.316666667,0.893854749,0.619047619,0.261904762,0.285714286,0.131868132,0.43956044,0.373626374,0.414893617,0.170212766,0.138297872,0.461538462,0.415384615,867,0.052155205,0.439870328,0,0.507974467,0,1,Intersection,0,0,0,0,1
4534,MAIN STREET,MAIN,STREET,0.199556541,0.12195122,0.22616408,0.317073171,0.753880266,0.135254989,0.871396896,0.411290323,0.411290323,0.169354839,0.01910828,0.203821656,0.738853503,0.974842767,0,0,0.602040816,0.423469388,986,0,0,1,0,0,2,non-Intersection,0,0,0,0,0
1271,KENNERSLEYS ROAD,KENNERSLEYS,ROAD,0.163218391,0.101149425,0.170114943,0.354022989,0.788505747,0.211494253,0.913875598,0.472222222,0.388888889,0.148148148,0.047337278,0.189349112,0.715976331,0.925465839,0.055900621,0,0.572972973,0.389189189,944,0,0,0,0,1,0,non-Intersection,0,0,0,1,0
930,BUNINYONG-MT MERCER ROAD,BUNINYONG-MT MERCER,ROAD,0.204508857,0.098228663,0.198067633,0.336553945,0.7568438,0.162640902,0.957841484,0.441860465,0.406976744,0.13372093,0.021459227,0.188841202,0.74248927,1,0,0,0.570281124,0.37751004,944,0,0,0,0,1,0,non-Intersection,0,0,0,0,0
3408,BARRY STREET,BARRY,STREET,0.216535433,0.069553806,0.250656168,0.282152231,0.761154856,0.181102362,0.877631579,0.364583333,0.427083333,0.182291667,0.030405405,0.391891892,0.537162162,1,0,0,0.658536585,0.365853659,967,0,0,0.794271158,0.205728842,0,0,non-Intersection,0,0,0,0,0
5924,WILLOW GROVE ROAD,WILLOW GROVE,ROAD,0.212307692,0.104615385,0.187692308,0.378461538,0.741538462,0.116923077,0.972560976,0.494949495,0.494949495,0.080808081,0,0.120689655,0.853448276,1,0,0,0.652694611,0.317365269,1047,0,0,0,0,1,0,non-Intersection,0,0,0,0,0
7658,RUSSELLS BRIDGE ROAD,RUSSELLS BRIDGE,ROAD,0.25,0.067073171,0.176829268,0.359756098,0.731707317,0.146341463,0.918238994,0.441860465,0.441860465,0.186046512,0,0.161290323,0.790322581,0.949152542,0,0,0.719512195,0.341463415,1062,0,0,0,0,1,0,non-Intersection,0,0,0,0,0
5293,MT DORAN ROAD,MT DORAN,ROAD,0.221774194,0.052419355,0.181451613,0.330645161,0.774193548,0.213709677,0.853556485,0.419354839,0.35483871,0.129032258,0,0.170454545,0.795454545,1,0,0,0.678571429,0.380952381,938,0,0,0,0.134627639,0.865372361,0,non-Intersection,0,0,0,0,0
5791,INGLEMAN ROAD,INGLEMAN,ROAD,0.162650602,0.108433735,0.156626506,0.379518072,0.789156627,0.192771084,0.951807229,0.510638298,0.446808511,0.085106383,0,0.13559322,0.86440678,1,0,0,0.630434783,0.402173913,1015,0,0,0,0.397635559,0.533308025,0,non-Intersection,0,0,0,0,0
3195,NOEL ROAD,NOEL,ROAD,0.107344633,0.124293785,0.144067797,0.372881356,0.833333333,0.251412429,0.906515581,0.5,0.34375,0.104166667,0,0.312,0.688,1,0,0,0.676646707,0.347305389,1086,0,0,0.631166515,0.368833485,0,0,non-Intersection,0,0,0,0,0
3007,WALTON STREET,WALTON,STREET,0.102669405,0.049281314,0.127310062,0.36550308,0.885010267,0.35523614,0.943396226,0.612676056,0.26056338,0.147887324,0.018018018,0.364864865,0.585585586,1,0,0,0.659898477,0.370558376,969,0,0,1,0,0,0,non-Intersection,0,0,0,0,0
2245,MCKENZIES ROAD,MCKENZIES,ROAD,0.15,0.09375,0.23125,0.33125,0.8375,0.19375,0.928571429,0.510638298,0.489361702,0.063829787,0,0.109090909,0.890909091,1,0,0,0.692307692,0.252747253,1023,0,0,0,0,1,0,non-Intersection,0,0,0,0,0
1977,FISCHER STREET,FISCHER,STREET,0.168367347,0.163265306,0.255102041,0.257653061,0.762755102,0.155612245,0.918781726,0.396226415,0.471698113,0.122641509,0,0.270072993,0.700729927,0.8125,0.1875,0,0.75,0.234042553,1057,0,0,1,0,0,0,non-Intersection,0,0,0,0,0
9389,WALHALLA ROAD,WALHALLA,ROAD,0.144578313,0.072289157,0.162650602,0.403614458,0.828313253,0.21686747,0.855384615,0.5,0.371794872,0.076923077,0.066666667,0.214814815,0.696296296,0.968992248,0,0,0.613138686,0.437956204,938,0,0,0,0.112757353,0,0,non-Intersection,0,0,0,0,0
7134,KORUMBURRA-WARRAGUL ROAD,KORUMBURRA-WARRAGUL,ROAD,0.215339233,0.103244838,0.18879056,0.306784661,0.743362832,0.185840708,0.873493976,0.348837209,0.476744186,0.11627907,0,0.133333333,0.8,1,0,0,0.709923664,0.290076336,1003,0,0,0,0,1,0,non-Intersection,0,0,0,0,0
6084,FULLARTON ROAD,FULLARTON,ROAD,0.192771084,0.090361446,0.219879518,0.307228916,0.765060241,0.189759036,0.888217523,0.436781609,0.528735632,0.034482759,0,0.132075472,0.867924528,1,0,0,0.609271523,0.390728477,1003,0,0.123556459,0.876443541,0,0,0,non-Intersection,0,0,0,0,0
9209,LONG GULLY ROAD,LONG GULLY,ROAD,0.185303514,0.102236422,0.194888179,0.348242812,0.757188498,0.169329073,0.950310559,0.505154639,0.360824742,0.103092784,0,0.177570093,0.785046729,1,0,0,0.641221374,0.305343511,1001,0,0,0,0.981040949,0,0,non-Intersection,0,0,0,0,0
1112,HALLS HILL ROAD,HALLS HILL,ROAD,0.163218391,0.101149425,0.170114943,0.354022989,0.788505747,0.211494253,0.913875598,0.472222222,0.388888889,0.148148148,0.047337278,0.189349112,0.715976331,0.925465839,0.055900621,0,0.572972973,0.389189189,944,0,0,0,0,1,0,non-Intersection,0,0,0,0,0
738,DONALD MCLEANS ROAD,DONALD MCLEANS,ROAD,0.166666667,0.105855856,0.191441441,0.304054054,0.792792793,0.231981982,0.862385321,0.38317757,0.373831776,0.177570093,0.028089888,0.269662921,0.651685393,1,0,0,0.517730496,0.460992908,897,0,0,0,0.052652072,0.947347928,0,non-Intersection,0,0,0,0,0
5396,BURNS ROAD,BURNS,ROAD,0.166666667,0.105855856,0.191441441,0.304054054,0.792792793,0.231981982,0.862385321,0.38317757,0.373831776,0.177570093,0.028089888,0.269662921,0.651685393,1,0,0,0.517730496,0.460992908,897,0,0,0,0,1,0,non-Intersection,0,0,0,0,0
3631,VISTA DRIVE,VISTA,DRIVE,0.195928753,0.086513995,0.20610687,0.318066158,0.763358779,0.193384224,0.951530612,0.442307692,0.490384615,0.144230769,0,0.346405229,0.60130719,1,0,0,0.674157303,0.258426966,1011,0,0,0.924610955,0.075389045,0,0,non-Intersection,0,0,0,0,0
361,RAGLAN STREET,RAGLAN,STREET,0.193621868,0.134396355,0.248291572,0.264236902,0.760820046,0.159453303,0.913669065,0.380165289,0.520661157,0.123966942,0.044444444,0.118518519,0.785185185,0.769784173,0.230215827,0,0.572115385,0.413461538,979,0,0,0.749748733,0.250251267,0,0,Intersection,0,0,0,0,0
6432,STOFFERS STREET,STOFFERS,STREET,0.164948454,0.131958763,0.202061856,0.288659794,0.775257732,0.212371134,0.858037578,0.365217391,0.27826087,0.295652174,0.137931034,0.502463054,0.300492611,0.83902439,0.131707317,0.014634146,0.506493506,0.448051948,828,0.021352166,0,0.978647834,0,0,1,Intersection,0,0,0,0,0
4777,BUCHANANS ROAD,BUCHANANS,ROAD,0.221453287,0.114186851,0.224913495,0.332179931,0.733564014,0.107266436,0.84516129,0.358024691,0.49382716,0.172839506,0,0.221052632,0.747368421,1,0,0,0.621428571,0.371428571,996,0,0,0,0,0,0,non-Intersection,0,0,0,0,0
3475,TURNBULL-WOOLAMAI ROAD,TURNBULL-WOOLAMAI,ROAD,0.133333333,0.076923077,0.184615385,0.41025641,0.841025641,0.194871795,0.953846154,0.482758621,0.482758621,0.051724138,0,0.2,0.7625,1,0,0,0.657894737,0.271929825,1000,0,0,0.049055236,0,0.950944764,0,non-Intersection,0,0,0,0,0
7100,DOUGLAS STREET,DOUGLAS,STREET,0.195744681,0.125531915,0.217021277,0.285106383,0.765957447,0.176595745,0.936956522,0.496453901,0.390070922,0.141843972,0.041176471,0.194117647,0.729411765,0.98255814,0,0,0.688372093,0.334883721,972,0,0,0.380702095,0,0.342678878,0,non-Intersection,0,1,0,0,0
4959,POST OFFICE ROAD,POST OFFICE,ROAD,0.217726397,0.138728324,0.225433526,0.333333333,0.728323699,0.08477842,0.912959381,0.284722222,0.583333333,0.076388889,0,0.2,0.764705882,1,0,0,0.601503759,0.421052632,1009,0,0,0.553921277,0,0.446078723,0,non-Intersection,0,0,0,0,0
5867,BEARD ROAD,BEARD,ROAD,0.079096045,0.107344633,0.220338983,0.367231638,0.875706215,0.225988701,0.859550562,0.519230769,0.442307692,0.173076923,0,0.101449275,0.855072464,1,0,0,0.602150538,0.322580645,1045,0,0,0,0,0.969622296,0,non-Intersection,0,0,0,0,0
1926,FOREST ROAD,FOREST,ROAD,0.175040519,0.142625608,0.160453809,0.369529984,0.761750405,0.152350081,0.90923825,0.402234637,0.491620112,0.05027933,0,0.157068063,0.816753927,1,0,0,0.665653495,0.328267477,1061,0,0,0,0,1,0,non-Intersection,0,0,0,0,0
4942,GROVE ROAD,GROVE,ROAD,0.152610442,0.080321285,0.184738956,0.333333333,0.819277108,0.248995984,0.944,0.492753623,0.289855072,0.173913043,0.036363636,0.181818182,0.7,1,0,0,0.525773196,0.350515464,927,0,0,0,0,1,0,non-Intersection,0,0,0,0,0
8430,GREAT OCEAN ROAD,GREAT OCEAN,ROAD,0.198895028,0.091160221,0.182320442,0.35359116,0.751381215,0.174033149,0.820936639,0.481481481,0.419753086,0.111111111,0,0.330275229,0.642201835,0.972727273,0,0,0.652694611,0.335329341,1050,0,0,0.240622167,0.759377833,0,0,non-Intersection,0,0,0,1,0
6314,BORONIA STREET,BORONIA,STREET,0.097799511,0.122249389,0.158924205,0.310513447,0.848410758,0.310513447,0.961352657,0.5546875,0.2890625,0.1015625,0.018518519,0.290123457,0.660493827,0.918128655,0,0.081871345,0.688888889,0.277777778,988,0,0,0.995254454,0.004745546,0,1,non-Intersection,0,0,0,0,0
2417,NYORA-ST HELIER ROAD,NYORA-ST HELIER,ROAD,0.162995595,0.077092511,0.162995595,0.332599119,0.806167401,0.264317181,0.892134831,0.513043478,0.330434783,0.104347826,0.016949153,0.288135593,0.655367232,0.937142857,0.045714286,0,0.648044693,0.407821229,946,0,0,0,0,1,0,non-Intersection,0,0,0,0,0
9348,SOUTH FACE ROAD,SOUTH FACE,ROAD,0,0,0,0,1,1,0.666666667,0,0,0,0,0.666666667,0.333333333,1,0,0,0,0,0,0,0,0,0.743054756,0,0,non-Intersection,0,0,0,0,0
4763,POST OFFICE ROAD,POST OFFICE,ROAD,0.248971193,0.135802469,0.230452675,0.300411523,0.70781893,0.08436214,0.964435146,0.325757576,0.590909091,0.075757576,0,0.101449275,0.876811594,1,0,0,0.61752988,0.390438247,1019,0,0,0.517134354,0,0,0,non-Intersection,0,0,0,0,0
9343,ETHAN STREET,ETHAN,STREET,0.247739602,0.101265823,0.244122966,0.153707052,0.719710669,0.253164557,0.877659574,0.352941176,0.389705882,0.279411765,0.09947644,0.361256545,0.502617801,0.726315789,0.273684211,0,0.635869565,0.380434783,913,0,0,0.796614972,0.203385028,0,0,non-Intersection,0,0,0,0,0
3747,ROADKNIGHT STREET,ROADKNIGHT,STREET,0.121987952,0.05873494,0.228915663,0.269578313,0.853915663,0.320783133,0.769465649,0.575757576,0.303030303,0.075757576,0.068493151,0.429223744,0.461187215,0.745454545,0.059090909,0.122727273,0.695205479,0.284246575,1037,0.033943978,0,0.966056022,0,0,0,non-Intersection,0,0,0,0,0
3490,PHILLIP ISLAND ROAD,PHILLIP ISLAND,ROAD,0.121794872,0.102564103,0.16025641,0.365384615,0.878205128,0.25,0.882352941,0.609756098,0.341463415,0,0,0.230769231,0.769230769,1,0,0,0.739130435,0.231884058,1048,0,0,0.093192337,0,0.906807663,5,Intersection,0,0,0,1,0
960,BAKES ROAD,BAKES,ROAD,0.188571429,0.111428571,0.194285714,0.311428571,0.754285714,0.194285714,0.889807163,0.402173913,0.434782609,0.206521739,0,0.225,0.733333333,1,0,0,0.554794521,0.438356164,944,0,0,0,0,1,0,non-Intersection,0,0,0,0,0
2626,JAMIESON STREET,JAMIESON,STREET,0.130498534,0.080645161,0.162756598,0.326979472,0.851906158,0.299120235,0.896501458,0.597014925,0.233830846,0.144278607,0.029801325,0.347682119,0.579470199,1,0,0,0.578125,0.44140625,934,0,0,0.502181089,0,0.497818911,,non-Intersection,0,0,0,0,0
8830,DUNDAS STREET,DUNDAS,STREET,0.193621868,0.134396355,0.248291572,0.264236902,0.760820046,0.159453303,0.913669065,0.380165289,0.520661157,0.123966942,0.044444444,0.118518519,0.785185185,0.769784173,0.230215827,0,0.572115385,0.413461538,979,0,0,1,0,0,0,Intersection,0,0,0,0,0
4996,BROWNS-SCARSDALE ROAD,BROWNS-SCARSDALE,ROAD,0.272727273,0.090909091,0.247648903,0.300940439,0.677115987,0.087774295,0.926605505,0.333333333,0.411111111,0.244444444,0,0.256880734,0.71559633,1,0,0,0.508196721,0.483606557,929,0,0,0.520116291,0,0,0,Intersection,0,0,0,0,0
6428,HAMILTON DRIVE,HAMILTON,DRIVE,0.221628838,0.126835781,0.226969292,0.280373832,0.719626168,0.144192256,0.949035813,0.374384236,0.487684729,0.128078818,0.022727273,0.261363636,0.681818182,0.976833977,0,0.023166023,0.725714286,0.288571429,1024,0,0,0.856152578,0.143847422,0,0,non-Intersection,0,0,0,0,0
4927,OLD RACECOURSE ROAD,OLD RACECOURSE,ROAD,0.221453287,0.114186851,0.224913495,0.332179931,0.733564014,0.107266436,0.84516129,0.358024691,0.49382716,0.172839506,0,0.221052632,0.747368421,1,0,0,0.621428571,0.371428571,996,0,0,0,0,1,0,non-Intersection,0,0,0,0,0
6040,MOE-WILLOW GROVE ROAD,MOE-WILLOW GROVE,ROAD,0.161425577,0.125786164,0.199161426,0.36687631,0.79245283,0.146750524,0.93081761,0.479166667,0.416666667,0.111111111,0.016129032,0.139784946,0.817204301,1,0,0,0.599156118,0.383966245,1001,0,0,0,0,1,0,non-Intersection,0,0,0,0,0
7214,OCOCK STREET,OCOCK,STREET,0.198198198,0.126126126,0.213213213,0.327327327,0.768768769,0.135135135,0.925925926,0.390804598,0.448275862,0.149425287,0,0.236842105,0.719298246,0.944444444,0,0,0.591194969,0.371069182,997,0,0,0.993366685,0.006633315,0,0,non-Intersection,0,0,0,0,0
